"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"71 years"	"71"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	75	Not Applicable	Not Applicable
	"71 years"	"71"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	86	Not Applicable	Not Applicable
	"71 years"	"71"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	95	Not Applicable	Not Applicable
	"71 years"	"71"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	128	Not Applicable	Not Applicable
	"71 years"	"71"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	491	Not Applicable	Not Applicable
	"71 years"	"71"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	606	Not Applicable	Not Applicable
	"71 years"	"71"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	635	Not Applicable	Not Applicable
	"71 years"	"71"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	812	Not Applicable	Not Applicable
	"71 years"	"71"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	392	Not Applicable	Not Applicable
	"71 years"	"71"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	505	Not Applicable	Not Applicable
	"71 years"	"71"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	307	Not Applicable	Not Applicable
	"71 years"	"71"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	373	Not Applicable	Not Applicable
	"71 years"	"71"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	464	Not Applicable	Not Applicable
	"71 years"	"71"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	617	Not Applicable	Not Applicable
	"71 years"	"71"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	712	Not Applicable	Not Applicable
	"71 years"	"71"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	920	Not Applicable	Not Applicable
	"71 years"	"71"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	381	Not Applicable	Not Applicable
	"71 years"	"71"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	578	Not Applicable	Not Applicable
	"71 years"	"71"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	61	Not Applicable	Not Applicable
	"71 years"	"71"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	92	Not Applicable	Not Applicable
	"72 years"	"72"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	62	Not Applicable	Not Applicable
	"72 years"	"72"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	114	Not Applicable	Not Applicable
	"72 years"	"72"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	571	Not Applicable	Not Applicable
	"72 years"	"72"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	939	Not Applicable	Not Applicable
	"72 years"	"72"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	358	Not Applicable	Not Applicable
	"72 years"	"72"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	494	Not Applicable	Not Applicable
	"72 years"	"72"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	150	Not Applicable	Not Applicable
	"72 years"	"72"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	245	Not Applicable	Not Applicable
	"72 years"	"72"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	249	Not Applicable	Not Applicable
	"72 years"	"72"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	412	Not Applicable	Not Applicable
	"72 years"	"72"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	310	Not Applicable	Not Applicable
	"72 years"	"72"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	452	Not Applicable	Not Applicable
	"72 years"	"72"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	195	Not Applicable	Not Applicable
	"72 years"	"72"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	289	Not Applicable	Not Applicable
	"72 years"	"72"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	224	Not Applicable	Not Applicable
	"72 years"	"72"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	353	Not Applicable	Not Applicable
	"72 years"	"72"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	450	Not Applicable	Not Applicable
	"72 years"	"72"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	719	Not Applicable	Not Applicable
	"72 years"	"72"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	863	Not Applicable	Not Applicable
	"72 years"	"72"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1341	Not Applicable	Not Applicable
	"72 years"	"72"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	976	Not Applicable	Not Applicable
	"72 years"	"72"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1581	Not Applicable	Not Applicable
	"72 years"	"72"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	460	Not Applicable	Not Applicable
	"72 years"	"72"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	756	Not Applicable	Not Applicable
	"72 years"	"72"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	233	Not Applicable	Not Applicable
	"72 years"	"72"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	298	Not Applicable	Not Applicable
	"72 years"	"72"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	188	Not Applicable	Not Applicable
	"72 years"	"72"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	214	Not Applicable	Not Applicable
	"72 years"	"72"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	153	Not Applicable	Not Applicable
	"72 years"	"72"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	206	Not Applicable	Not Applicable
	"72 years"	"72"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	78	Not Applicable	Not Applicable
	"72 years"	"72"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	98	Not Applicable	Not Applicable
	"72 years"	"72"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	98	Not Applicable	Not Applicable
	"72 years"	"72"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	142	Not Applicable	Not Applicable
	"72 years"	"72"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	497	Not Applicable	Not Applicable
	"72 years"	"72"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	599	Not Applicable	Not Applicable
	"72 years"	"72"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	614	Not Applicable	Not Applicable
	"72 years"	"72"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	757	Not Applicable	Not Applicable
	"72 years"	"72"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	430	Not Applicable	Not Applicable
	"72 years"	"72"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	554	Not Applicable	Not Applicable
	"72 years"	"72"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	318	Not Applicable	Not Applicable
	"72 years"	"72"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	438	Not Applicable	Not Applicable
	"72 years"	"72"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	439	Not Applicable	Not Applicable
	"72 years"	"72"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	556	Not Applicable	Not Applicable
	"72 years"	"72"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	757	Not Applicable	Not Applicable
	"72 years"	"72"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1040	Not Applicable	Not Applicable
	"72 years"	"72"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	429	Not Applicable	Not Applicable
	"72 years"	"72"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	618	Not Applicable	Not Applicable
	"72 years"	"72"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	74	Not Applicable	Not Applicable
	"72 years"	"72"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	99	Not Applicable	Not Applicable
	"73 years"	"73"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	54	Not Applicable	Not Applicable
	"73 years"	"73"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	107	Not Applicable	Not Applicable
	"73 years"	"73"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	627	Not Applicable	Not Applicable
	"73 years"	"73"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	997	Not Applicable	Not Applicable
	"73 years"	"73"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	381	Not Applicable	Not Applicable
	"73 years"	"73"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	512	Not Applicable	Not Applicable
	"73 years"	"73"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	174	Not Applicable	Not Applicable
	"73 years"	"73"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	236	Not Applicable	Not Applicable
	"73 years"	"73"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	325	Not Applicable	Not Applicable
	"73 years"	"73"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	481	Not Applicable	Not Applicable
	"73 years"	"73"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	327	Not Applicable	Not Applicable
	"73 years"	"73"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	435	Not Applicable	Not Applicable
	"73 years"	"73"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	166	Not Applicable	Not Applicable
	"73 years"	"73"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	302	Not Applicable	Not Applicable
	"73 years"	"73"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	226	Not Applicable	Not Applicable
	"73 years"	"73"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	364	Not Applicable	Not Applicable
	"73 years"	"73"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	452	Not Applicable	Not Applicable
	"73 years"	"73"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	812	Not Applicable	Not Applicable
	"73 years"	"73"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	891	Not Applicable	Not Applicable
	"73 years"	"73"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1437	Not Applicable	Not Applicable
	"73 years"	"73"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1070	Not Applicable	Not Applicable
	"73 years"	"73"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1728	Not Applicable	Not Applicable
	"73 years"	"73"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	476	Not Applicable	Not Applicable
	"73 years"	"73"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	848	Not Applicable	Not Applicable
	"73 years"	"73"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	247	Not Applicable	Not Applicable
	"73 years"	"73"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	369	Not Applicable	Not Applicable
	"73 years"	"73"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	206	Not Applicable	Not Applicable
	"73 years"	"73"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	231	Not Applicable	Not Applicable
	"73 years"	"73"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	146	Not Applicable	Not Applicable
	"73 years"	"73"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	215	Not Applicable	Not Applicable
	"73 years"	"73"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	79	Not Applicable	Not Applicable
	"73 years"	"73"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	85	Not Applicable	Not Applicable
	"73 years"	"73"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	102	Not Applicable	Not Applicable
	"73 years"	"73"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	121	Not Applicable	Not Applicable
	"73 years"	"73"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	505	Not Applicable	Not Applicable
	"73 years"	"73"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	622	Not Applicable	Not Applicable
	"73 years"	"73"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	625	Not Applicable	Not Applicable
	"73 years"	"73"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	820	Not Applicable	Not Applicable
	"73 years"	"73"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	457	Not Applicable	Not Applicable
	"73 years"	"73"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	560	Not Applicable	Not Applicable
	"73 years"	"73"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	314	Not Applicable	Not Applicable
	"73 years"	"73"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	457	Not Applicable	Not Applicable
	"73 years"	"73"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	509	Not Applicable	Not Applicable
	"73 years"	"73"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	631	Not Applicable	Not Applicable
	"73 years"	"73"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	780	Not Applicable	Not Applicable
	"73 years"	"73"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1070	Not Applicable	Not Applicable
	"73 years"	"73"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	454	Not Applicable	Not Applicable
	"73 years"	"73"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	653	Not Applicable	Not Applicable
	"73 years"	"73"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	59	Not Applicable	Not Applicable
	"73 years"	"73"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	122	Not Applicable	Not Applicable
	"74 years"	"74"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	62	Not Applicable	Not Applicable
	"74 years"	"74"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	107	Not Applicable	Not Applicable
	"74 years"	"74"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	536	Not Applicable	Not Applicable
	"74 years"	"74"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	853	Not Applicable	Not Applicable
	"74 years"	"74"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	302	Not Applicable	Not Applicable
	"74 years"	"74"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	427	Not Applicable	Not Applicable
	"74 years"	"74"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	141	Not Applicable	Not Applicable
	"74 years"	"74"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	199	Not Applicable	Not Applicable
	"74 years"	"74"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	305	Not Applicable	Not Applicable
	"74 years"	"74"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	408	Not Applicable	Not Applicable
	"74 years"	"74"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	272	Not Applicable	Not Applicable
	"74 years"	"74"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	404	Not Applicable	Not Applicable
	"74 years"	"74"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	193	Not Applicable	Not Applicable
	"74 years"	"74"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	273	Not Applicable	Not Applicable
	"74 years"	"74"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	249	Not Applicable	Not Applicable
	"74 years"	"74"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	326	Not Applicable	Not Applicable
	"74 years"	"74"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	504	Not Applicable	Not Applicable
	"74 years"	"74"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	766	Not Applicable	Not Applicable
	"74 years"	"74"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	959	Not Applicable	Not Applicable
	"74 years"	"74"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1467	Not Applicable	Not Applicable
	"74 years"	"74"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1088	Not Applicable	Not Applicable
	"74 years"	"74"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1647	Not Applicable	Not Applicable
	"74 years"	"74"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	512	Not Applicable	Not Applicable
	"74 years"	"74"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	762	Not Applicable	Not Applicable
	"74 years"	"74"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	249	Not Applicable	Not Applicable
	"74 years"	"74"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	356	Not Applicable	Not Applicable
	"74 years"	"74"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	183	Not Applicable	Not Applicable
	"74 years"	"74"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	275	Not Applicable	Not Applicable
	"74 years"	"74"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	163	Not Applicable	Not Applicable
	"74 years"	"74"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	198	Not Applicable	Not Applicable
	"74 years"	"74"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	86	Not Applicable	Not Applicable
	"74 years"	"74"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	82	Not Applicable	Not Applicable
	"74 years"	"74"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	103	Not Applicable	Not Applicable
	"74 years"	"74"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	144	Not Applicable	Not Applicable
	"74 years"	"74"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	541	Not Applicable	Not Applicable
	"74 years"	"74"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	681	Not Applicable	Not Applicable
	"74 years"	"74"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	683	Not Applicable	Not Applicable
	"74 years"	"74"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	893	Not Applicable	Not Applicable
	"74 years"	"74"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	465	Not Applicable	Not Applicable
	"74 years"	"74"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	634	Not Applicable	Not Applicable
	"74 years"	"74"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	351	Not Applicable	Not Applicable
	"74 years"	"74"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	470	Not Applicable	Not Applicable
	"74 years"	"74"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	548	Not Applicable	Not Applicable
	"74 years"	"74"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	675	Not Applicable	Not Applicable
	"74 years"	"74"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	870	Not Applicable	Not Applicable
	"74 years"	"74"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1127	Not Applicable	Not Applicable
	"74 years"	"74"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	485	Not Applicable	Not Applicable
	"74 years"	"74"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	672	Not Applicable	Not Applicable
	"74 years"	"74"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	73	Not Applicable	Not Applicable
	"74 years"	"74"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	114	Not Applicable	Not Applicable
	"75 years"	"75"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	65	Not Applicable	Not Applicable
