"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"52 years"	"52"	"Dec., 2020"	"2020/12"	"Male"	"M"	1473	Not Applicable	Not Applicable
	"52 years"	"52"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	944	Not Applicable	Not Applicable
	"52 years"	"52"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	1502	Not Applicable	Not Applicable
	"52 years"	"52"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	698	Not Applicable	Not Applicable
	"52 years"	"52"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	1202	Not Applicable	Not Applicable
	"52 years"	"52"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	744	Not Applicable	Not Applicable
	"52 years"	"52"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	1206	Not Applicable	Not Applicable
	"52 years"	"52"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	682	Not Applicable	Not Applicable
	"52 years"	"52"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	1168	Not Applicable	Not Applicable
	"52 years"	"52"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	737	Not Applicable	Not Applicable
	"52 years"	"52"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	1203	Not Applicable	Not Applicable
	"52 years"	"52"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	655	Not Applicable	Not Applicable
	"52 years"	"52"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	1175	Not Applicable	Not Applicable
	"52 years"	"52"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	690	Not Applicable	Not Applicable
	"52 years"	"52"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	1166	Not Applicable	Not Applicable
	"52 years"	"52"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	879	Not Applicable	Not Applicable
	"52 years"	"52"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	1610	Not Applicable	Not Applicable
	"52 years"	"52"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	1017	Not Applicable	Not Applicable
	"52 years"	"52"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	1673	Not Applicable	Not Applicable
	"52 years"	"52"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	886	Not Applicable	Not Applicable
	"52 years"	"52"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	1457	Not Applicable	Not Applicable
	"52 years"	"52"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	743	Not Applicable	Not Applicable
	"52 years"	"52"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	1291	Not Applicable	Not Applicable
	"52 years"	"52"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	896	Not Applicable	Not Applicable
	"52 years"	"52"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	1482	Not Applicable	Not Applicable
	"52 years"	"52"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	942	Not Applicable	Not Applicable
	"52 years"	"52"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	1493	Not Applicable	Not Applicable
	"52 years"	"52"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	645	Not Applicable	Not Applicable
	"52 years"	"52"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	1097	Not Applicable	Not Applicable
	"52 years"	"52"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	273	Not Applicable	Not Applicable
	"52 years"	"52"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	402	Not Applicable	Not Applicable
	"53 years"	"53"	"Jan., 2018"	"2018/01"	"Female"	"F"	833	Not Applicable	Not Applicable
	"53 years"	"53"	"Jan., 2018"	"2018/01"	"Male"	"M"	1288	Not Applicable	Not Applicable
	"53 years"	"53"	"Feb., 2018"	"2018/02"	"Female"	"F"	762	Not Applicable	Not Applicable
	"53 years"	"53"	"Feb., 2018"	"2018/02"	"Male"	"M"	1076	Not Applicable	Not Applicable
	"53 years"	"53"	"Mar., 2018"	"2018/03"	"Female"	"F"	744	Not Applicable	Not Applicable
	"53 years"	"53"	"Mar., 2018"	"2018/03"	"Male"	"M"	1201	Not Applicable	Not Applicable
	"53 years"	"53"	"Apr., 2018"	"2018/04"	"Female"	"F"	664	Not Applicable	Not Applicable
	"53 years"	"53"	"Apr., 2018"	"2018/04"	"Male"	"M"	1086	Not Applicable	Not Applicable
	"53 years"	"53"	"May, 2018"	"2018/05"	"Female"	"F"	738	Not Applicable	Not Applicable
	"53 years"	"53"	"May, 2018"	"2018/05"	"Male"	"M"	1127	Not Applicable	Not Applicable
	"53 years"	"53"	"Jun., 2018"	"2018/06"	"Female"	"F"	698	Not Applicable	Not Applicable
	"53 years"	"53"	"Jun., 2018"	"2018/06"	"Male"	"M"	1045	Not Applicable	Not Applicable
	"53 years"	"53"	"Jul., 2018"	"2018/07"	"Female"	"F"	633	Not Applicable	Not Applicable
	"53 years"	"53"	"Jul., 2018"	"2018/07"	"Male"	"M"	1174	Not Applicable	Not Applicable
	"53 years"	"53"	"Aug., 2018"	"2018/08"	"Female"	"F"	718	Not Applicable	Not Applicable
	"53 years"	"53"	"Aug., 2018"	"2018/08"	"Male"	"M"	1073	Not Applicable	Not Applicable
	"53 years"	"53"	"Sep., 2018"	"2018/09"	"Female"	"F"	659	Not Applicable	Not Applicable
	"53 years"	"53"	"Sep., 2018"	"2018/09"	"Male"	"M"	1116	Not Applicable	Not Applicable
	"53 years"	"53"	"Oct., 2018"	"2018/10"	"Female"	"F"	714	Not Applicable	Not Applicable
	"53 years"	"53"	"Oct., 2018"	"2018/10"	"Male"	"M"	1098	Not Applicable	Not Applicable
	"53 years"	"53"	"Nov., 2018"	"2018/11"	"Female"	"F"	699	Not Applicable	Not Applicable
	"53 years"	"53"	"Nov., 2018"	"2018/11"	"Male"	"M"	1090	Not Applicable	Not Applicable
	"53 years"	"53"	"Dec., 2018"	"2018/12"	"Female"	"F"	697	Not Applicable	Not Applicable
	"53 years"	"53"	"Dec., 2018"	"2018/12"	"Male"	"M"	1180	Not Applicable	Not Applicable
	"53 years"	"53"	"Jan., 2019"	"2019/01"	"Female"	"F"	743	Not Applicable	Not Applicable
	"53 years"	"53"	"Jan., 2019"	"2019/01"	"Male"	"M"	1092	Not Applicable	Not Applicable
	"53 years"	"53"	"Feb., 2019"	"2019/02"	"Female"	"F"	606	Not Applicable	Not Applicable
	"53 years"	"53"	"Feb., 2019"	"2019/02"	"Male"	"M"	1053	Not Applicable	Not Applicable
	"53 years"	"53"	"Mar., 2019"	"2019/03"	"Female"	"F"	708	Not Applicable	Not Applicable
	"53 years"	"53"	"Mar., 2019"	"2019/03"	"Male"	"M"	1122	Not Applicable	Not Applicable
	"53 years"	"53"	"Apr., 2019"	"2019/04"	"Female"	"F"	659	Not Applicable	Not Applicable
	"53 years"	"53"	"Apr., 2019"	"2019/04"	"Male"	"M"	1000	Not Applicable	Not Applicable
	"53 years"	"53"	"May, 2019"	"2019/05"	"Female"	"F"	719	Not Applicable	Not Applicable
	"53 years"	"53"	"May, 2019"	"2019/05"	"Male"	"M"	1047	Not Applicable	Not Applicable
	"53 years"	"53"	"Jun., 2019"	"2019/06"	"Female"	"F"	641	Not Applicable	Not Applicable
	"53 years"	"53"	"Jun., 2019"	"2019/06"	"Male"	"M"	1000	Not Applicable	Not Applicable
	"53 years"	"53"	"Jul., 2019"	"2019/07"	"Female"	"F"	714	Not Applicable	Not Applicable
	"53 years"	"53"	"Jul., 2019"	"2019/07"	"Male"	"M"	1094	Not Applicable	Not Applicable
	"53 years"	"53"	"Aug., 2019"	"2019/08"	"Female"	"F"	600	Not Applicable	Not Applicable
	"53 years"	"53"	"Aug., 2019"	"2019/08"	"Male"	"M"	1042	Not Applicable	Not Applicable
	"53 years"	"53"	"Sep., 2019"	"2019/09"	"Female"	"F"	617	Not Applicable	Not Applicable
	"53 years"	"53"	"Sep., 2019"	"2019/09"	"Male"	"M"	995	Not Applicable	Not Applicable
	"53 years"	"53"	"Oct., 2019"	"2019/10"	"Female"	"F"	665	Not Applicable	Not Applicable
	"53 years"	"53"	"Oct., 2019"	"2019/10"	"Male"	"M"	1039	Not Applicable	Not Applicable
	"53 years"	"53"	"Nov., 2019"	"2019/11"	"Female"	"F"	689	Not Applicable	Not Applicable
	"53 years"	"53"	"Nov., 2019"	"2019/11"	"Male"	"M"	953	Not Applicable	Not Applicable
	"53 years"	"53"	"Dec., 2019"	"2019/12"	"Female"	"F"	682	Not Applicable	Not Applicable
	"53 years"	"53"	"Dec., 2019"	"2019/12"	"Male"	"M"	1113	Not Applicable	Not Applicable
	"53 years"	"53"	"Jan., 2020"	"2020/01"	"Female"	"F"	709	Not Applicable	Not Applicable
	"53 years"	"53"	"Jan., 2020"	"2020/01"	"Male"	"M"	1145	Not Applicable	Not Applicable
	"53 years"	"53"	"Feb., 2020"	"2020/02"	"Female"	"F"	685	Not Applicable	Not Applicable
	"53 years"	"53"	"Feb., 2020"	"2020/02"	"Male"	"M"	1063	Not Applicable	Not Applicable
	"53 years"	"53"	"Mar., 2020"	"2020/03"	"Female"	"F"	706	Not Applicable	Not Applicable
	"53 years"	"53"	"Mar., 2020"	"2020/03"	"Male"	"M"	1153	Not Applicable	Not Applicable
	"53 years"	"53"	"Apr., 2020"	"2020/04"	"Female"	"F"	812	Not Applicable	Not Applicable
	"53 years"	"53"	"Apr., 2020"	"2020/04"	"Male"	"M"	1405	Not Applicable	Not Applicable
	"53 years"	"53"	"May, 2020"	"2020/05"	"Female"	"F"	706	Not Applicable	Not Applicable
	"53 years"	"53"	"May, 2020"	"2020/05"	"Male"	"M"	1314	Not Applicable	Not Applicable
	"53 years"	"53"	"Jun., 2020"	"2020/06"	"Female"	"F"	731	Not Applicable	Not Applicable
	"53 years"	"53"	"Jun., 2020"	"2020/06"	"Male"	"M"	1208	Not Applicable	Not Applicable
	"53 years"	"53"	"Jul., 2020"	"2020/07"	"Female"	"F"	825	Not Applicable	Not Applicable
	"53 years"	"53"	"Jul., 2020"	"2020/07"	"Male"	"M"	1344	Not Applicable	Not Applicable
	"53 years"	"53"	"Aug., 2020"	"2020/08"	"Female"	"F"	800	Not Applicable	Not Applicable
	"53 years"	"53"	"Aug., 2020"	"2020/08"	"Male"	"M"	1280	Not Applicable	Not Applicable
	"53 years"	"53"	"Sep., 2020"	"2020/09"	"Female"	"F"	705	Not Applicable	Not Applicable
	"53 years"	"53"	"Sep., 2020"	"2020/09"	"Male"	"M"	1200	Not Applicable	Not Applicable
	"53 years"	"53"	"Oct., 2020"	"2020/10"	"Female"	"F"	749	Not Applicable	Not Applicable
	"53 years"	"53"	"Oct., 2020"	"2020/10"	"Male"	"M"	1214	Not Applicable	Not Applicable
	"53 years"	"53"	"Nov., 2020"	"2020/11"	"Female"	"F"	817	Not Applicable	Not Applicable
	"53 years"	"53"	"Nov., 2020"	"2020/11"	"Male"	"M"	1244	Not Applicable	Not Applicable
	"53 years"	"53"	"Dec., 2020"	"2020/12"	"Female"	"F"	888	Not Applicable	Not Applicable
	"53 years"	"53"	"Dec., 2020"	"2020/12"	"Male"	"M"	1519	Not Applicable	Not Applicable
	"53 years"	"53"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	947	Not Applicable	Not Applicable
	"53 years"	"53"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	1561	Not Applicable	Not Applicable
	"53 years"	"53"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	767	Not Applicable	Not Applicable
	"53 years"	"53"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	1307	Not Applicable	Not Applicable
	"53 years"	"53"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	811	Not Applicable	Not Applicable
	"53 years"	"53"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	1282	Not Applicable	Not Applicable
	"53 years"	"53"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	762	Not Applicable	Not Applicable
	"53 years"	"53"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	1216	Not Applicable	Not Applicable
	"53 years"	"53"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	752	Not Applicable	Not Applicable
	"53 years"	"53"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	1305	Not Applicable	Not Applicable
	"53 years"	"53"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	678	Not Applicable	Not Applicable
	"53 years"	"53"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	1227	Not Applicable	Not Applicable
	"53 years"	"53"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	729	Not Applicable	Not Applicable
	"53 years"	"53"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	1297	Not Applicable	Not Applicable
	"53 years"	"53"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	1003	Not Applicable	Not Applicable
	"53 years"	"53"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	1604	Not Applicable	Not Applicable
	"53 years"	"53"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	1022	Not Applicable	Not Applicable
	"53 years"	"53"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	1718	Not Applicable	Not Applicable
	"53 years"	"53"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	893	Not Applicable	Not Applicable
	"53 years"	"53"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	1454	Not Applicable	Not Applicable
	"53 years"	"53"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	800	Not Applicable	Not Applicable
	"53 years"	"53"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	1321	Not Applicable	Not Applicable
	"53 years"	"53"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	888	Not Applicable	Not Applicable
	"53 years"	"53"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	1531	Not Applicable	Not Applicable
	"53 years"	"53"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	968	Not Applicable	Not Applicable
	"53 years"	"53"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	1548	Not Applicable	Not Applicable
	"53 years"	"53"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	668	Not Applicable	Not Applicable
	"53 years"	"53"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	1070	Not Applicable	Not Applicable
	"53 years"	"53"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	276	Not Applicable	Not Applicable
	"53 years"	"53"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	435	Not Applicable	Not Applicable
	"54 years"	"54"	"Jan., 2018"	"2018/01"	"Female"	"F"	974	Not Applicable	Not Applicable
	"54 years"	"54"	"Jan., 2018"	"2018/01"	"Male"	"M"	1412	Not Applicable	Not Applicable
	"54 years"	"54"	"Feb., 2018"	"2018/02"	"Female"	"F"	823	Not Applicable	Not Applicable
	"54 years"	"54"	"Feb., 2018"	"2018/02"	"Male"	"M"	1225	Not Applicable	Not Applicable
	"54 years"	"54"	"Mar., 2018"	"2018/03"	"Female"	"F"	832	Not Applicable	Not Applicable
	"54 years"	"54"	"Mar., 2018"	"2018/03"	"Male"	"M"	1340	Not Applicable	Not Applicable
	"54 years"	"54"	"Apr., 2018"	"2018/04"	"Female"	"F"	790	Not Applicable	Not Applicable
	"54 years"	"54"	"Apr., 2018"	"2018/04"	"Male"	"M"	1256	Not Applicable	Not Applicable
	"54 years"	"54"	"May, 2018"	"2018/05"	"Female"	"F"	717	Not Applicable	Not Applicable
	"54 years"	"54"	"May, 2018"	"2018/05"	"Male"	"M"	1306	Not Applicable	Not Applicable
	"54 years"	"54"	"Jun., 2018"	"2018/06"	"Female"	"F"	797	Not Applicable	Not Applicable
	"54 years"	"54"	"Jun., 2018"	"2018/06"	"Male"	"M"	1256	Not Applicable	Not Applicable
	"54 years"	"54"	"Jul., 2018"	"2018/07"	"Female"	"F"	807	Not Applicable	Not Applicable
	"54 years"	"54"	"Jul., 2018"	"2018/07"	"Male"	"M"	1244	Not Applicable	Not Applicable
	"54 years"	"54"	"Aug., 2018"	"2018/08"	"Female"	"F"	798	Not Applicable	Not Applicable
	"54 years"	"54"	"Aug., 2018"	"2018/08"	"Male"	"M"	1317	Not Applicable	Not Applicable
	"54 years"	"54"	"Sep., 2018"	"2018/09"	"Female"	"F"	747	Not Applicable	Not Applicable
	"54 years"	"54"	"Sep., 2018"	"2018/09"	"Male"	"M"	1178	Not Applicable	Not Applicable
	"54 years"	"54"	"Oct., 2018"	"2018/10"	"Female"	"F"	785	Not Applicable	Not Applicable
	"54 years"	"54"	"Oct., 2018"	"2018/10"	"Male"	"M"	1233	Not Applicable	Not Applicable
	"54 years"	"54"	"Nov., 2018"	"2018/11"	"Female"	"F"	786	Not Applicable	Not Applicable
	"54 years"	"54"	"Nov., 2018"	"2018/11"	"Male"	"M"	1198	Not Applicable	Not Applicable
	"54 years"	"54"	"Dec., 2018"	"2018/12"	"Female"	"F"	860	Not Applicable	Not Applicable
	"54 years"	"54"	"Dec., 2018"	"2018/12"	"Male"	"M"	1300	Not Applicable	Not Applicable
	"54 years"	"54"	"Jan., 2019"	"2019/01"	"Female"	"F"	810	Not Applicable	Not Applicable
	"54 years"	"54"	"Jan., 2019"	"2019/01"	"Male"	"M"	1453	Not Applicable	Not Applicable
	"54 years"	"54"	"Feb., 2019"	"2019/02"	"Female"	"F"	748	Not Applicable	Not Applicable
	"54 years"	"54"	"Feb., 2019"	"2019/02"	"Male"	"M"	1158	Not Applicable	Not Applicable
	"54 years"	"54"	"Mar., 2019"	"2019/03"	"Female"	"F"	748	Not Applicable	Not Applicable
	"54 years"	"54"	"Mar., 2019"	"2019/03"	"Male"	"M"	1343	Not Applicable	Not Applicable
	"54 years"	"54"	"Apr., 2019"	"2019/04"	"Female"	"F"	823	Not Applicable	Not Applicable
	"54 years"	"54"	"Apr., 2019"	"2019/04"	"Male"	"M"	1177	Not Applicable	Not Applicable
	"54 years"	"54"	"May, 2019"	"2019/05"	"Female"	"F"	779	Not Applicable	Not Applicable
	"54 years"	"54"	"May, 2019"	"2019/05"	"Male"	"M"	1254	Not Applicable	Not Applicable
	"54 years"	"54"	"Jun., 2019"	"2019/06"	"Female"	"F"	724	Not Applicable	Not Applicable
	"54 years"	"54"	"Jun., 2019"	"2019/06"	"Male"	"M"	1223	Not Applicable	Not Applicable
	"54 years"	"54"	"Jul., 2019"	"2019/07"	"Female"	"F"	758	Not Applicable	Not Applicable
	"54 years"	"54"	"Jul., 2019"	"2019/07"	"Male"	"M"	1224	Not Applicable	Not Applicable
	"54 years"	"54"	"Aug., 2019"	"2019/08"	"Female"	"F"	765	Not Applicable	Not Applicable
	"54 years"	"54"	"Aug., 2019"	"2019/08"	"Male"	"M"	1156	Not Applicable	Not Applicable
	"54 years"	"54"	"Sep., 2019"	"2019/09"	"Female"	"F"	723	Not Applicable	Not Applicable
	"54 years"	"54"	"Sep., 2019"	"2019/09"	"Male"	"M"	1161	Not Applicable	Not Applicable
	"54 years"	"54"	"Oct., 2019"	"2019/10"	"Female"	"F"	754	Not Applicable	Not Applicable
	"54 years"	"54"	"Oct., 2019"	"2019/10"	"Male"	"M"	1166	Not Applicable	Not Applicable
	"54 years"	"54"	"Nov., 2019"	"2019/11"	"Female"	"F"	700	Not Applicable	Not Applicable
	"54 years"	"54"	"Nov., 2019"	"2019/11"	"Male"	"M"	1171	Not Applicable	Not Applicable
	"54 years"	"54"	"Dec., 2019"	"2019/12"	"Female"	"F"	851	Not Applicable	Not Applicable
	"54 years"	"54"	"Dec., 2019"	"2019/12"	"Male"	"M"	1255	Not Applicable	Not Applicable
	"54 years"	"54"	"Jan., 2020"	"2020/01"	"Female"	"F"	794	Not Applicable	Not Applicable
	"54 years"	"54"	"Jan., 2020"	"2020/01"	"Male"	"M"	1264	Not Applicable	Not Applicable
	"54 years"	"54"	"Feb., 2020"	"2020/02"	"Female"	"F"	781	Not Applicable	Not Applicable
	"54 years"	"54"	"Feb., 2020"	"2020/02"	"Male"	"M"	1210	Not Applicable	Not Applicable
	"54 years"	"54"	"Mar., 2020"	"2020/03"	"Female"	"F"	761	Not Applicable	Not Applicable
	"54 years"	"54"	"Mar., 2020"	"2020/03"	"Male"	"M"	1317	Not Applicable	Not Applicable
	"54 years"	"54"	"Apr., 2020"	"2020/04"	"Female"	"F"	919	Not Applicable	Not Applicable
	"54 years"	"54"	"Apr., 2020"	"2020/04"	"Male"	"M"	1564	Not Applicable	Not Applicable
	"54 years"	"54"	"May, 2020"	"2020/05"	"Female"	"F"	866	Not Applicable	Not Applicable
	"54 years"	"54"	"May, 2020"	"2020/05"	"Male"	"M"	1495	Not Applicable	Not Applicable
	"54 years"	"54"	"Jun., 2020"	"2020/06"	"Female"	"F"	797	Not Applicable	Not Applicable
	"54 years"	"54"	"Jun., 2020"	"2020/06"	"Male"	"M"	1414	Not Applicable	Not Applicable
	"54 years"	"54"	"Jul., 2020"	"2020/07"	"Female"	"F"	943	Not Applicable	Not Applicable
	"54 years"	"54"	"Jul., 2020"	"2020/07"	"Male"	"M"	1526	Not Applicable	Not Applicable
	"54 years"	"54"	"Aug., 2020"	"2020/08"	"Female"	"F"	858	Not Applicable	Not Applicable
	"54 years"	"54"	"Aug., 2020"	"2020/08"	"Male"	"M"	1376	Not Applicable	Not Applicable
	"54 years"	"54"	"Sep., 2020"	"2020/09"	"Female"	"F"	779	Not Applicable	Not Applicable
	"54 years"	"54"	"Sep., 2020"	"2020/09"	"Male"	"M"	1276	Not Applicable	Not Applicable
	"54 years"	"54"	"Oct., 2020"	"2020/10"	"Female"	"F"	785	Not Applicable	Not Applicable
	"54 years"	"54"	"Oct., 2020"	"2020/10"	"Male"	"M"	1335	Not Applicable	Not Applicable
	"54 years"	"54"	"Nov., 2020"	"2020/11"	"Female"	"F"	846	Not Applicable	Not Applicable
	"54 years"	"54"	"Nov., 2020"	"2020/11"	"Male"	"M"	1372	Not Applicable	Not Applicable
	"54 years"	"54"	"Dec., 2020"	"2020/12"	"Female"	"F"	999	Not Applicable	Not Applicable
	"54 years"	"54"	"Dec., 2020"	"2020/12"	"Male"	"M"	1677	Not Applicable	Not Applicable
	"54 years"	"54"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	989	Not Applicable	Not Applicable
	"54 years"	"54"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	1770	Not Applicable	Not Applicable
	"54 years"	"54"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	867	Not Applicable	Not Applicable
	"54 years"	"54"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	1448	Not Applicable	Not Applicable
	"54 years"	"54"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	800	Not Applicable	Not Applicable
	"54 years"	"54"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	1433	Not Applicable	Not Applicable
	"54 years"	"54"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	809	Not Applicable	Not Applicable
	"54 years"	"54"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	1370	Not Applicable	Not Applicable
	"54 years"	"54"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	806	Not Applicable	Not Applicable
	"54 years"	"54"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	1319	Not Applicable	Not Applicable
	"54 years"	"54"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	742	Not Applicable	Not Applicable
	"54 years"	"54"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	1264	Not Applicable	Not Applicable
	"54 years"	"54"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	776	Not Applicable	Not Applicable
	"54 years"	"54"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	1349	Not Applicable	Not Applicable
	"54 years"	"54"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	1101	Not Applicable	Not Applicable
	"54 years"	"54"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	1772	Not Applicable	Not Applicable
	"54 years"	"54"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	1076	Not Applicable	Not Applicable
	"54 years"	"54"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	1925	Not Applicable	Not Applicable
	"54 years"	"54"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	973	Not Applicable	Not Applicable
	"54 years"	"54"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	1627	Not Applicable	Not Applicable
	"54 years"	"54"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	858	Not Applicable	Not Applicable
	"54 years"	"54"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	1454	Not Applicable	Not Applicable
	"54 years"	"54"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	963	Not Applicable	Not Applicable
	"54 years"	"54"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	1598	Not Applicable	Not Applicable
	"54 years"	"54"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	1028	Not Applicable	Not Applicable
	"54 years"	"54"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	1749	Not Applicable	Not Applicable
	"54 years"	"54"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	674	Not Applicable	Not Applicable
	"54 years"	"54"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	1187	Not Applicable	Not Applicable
	"54 years"	"54"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	301	Not Applicable	Not Applicable
	"54 years"	"54"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	485	Not Applicable	Not Applicable
	"55 years"	"55"	"Jan., 2018"	"2018/01"	"Female"	"F"	1007	Not Applicable	Not Applicable
